date,fips,cases,deaths
3/16/2020,39153,2,0
3/16/2020,39155,2,0
3/16/2020,39157,1,0
3/16/2020,40017,1,0
3/16/2020,40027,1,0
3/16/2020,40065,1,0
3/16/2020,40071,1,0
3/16/2020,40109,2,0
3/16/2020,40119,1,0
3/16/2020,40143,3,0
3/16/2020,41003,1,0
3/16/2020,41005,2,0
3/16/2020,41017,6,0
3/16/2020,41019,1,0
3/16/2020,41029,2,0
3/16/2020,41035,1,0
3/16/2020,41043,10,0
3/16/2020,41047,3,0
3/16/2020,41051,2,1
3/16/2020,41053,1,0
3/16/2020,41059,2,0
3/16/2020,41067,14,0
3/16/2020,41071,1,0
3/16/2020,42003,5,0
3/16/2020,42017,7,0
3/16/2020,42029,4,0
3/16/2020,42041,5,0
3/16/2020,42045,7,0
3/16/2020,42077,1,0
3/16/2020,42079,1,0
3/16/2020,42089,9,0
3/16/2020,42091,30,0
3/16/2020,42095,1,0
3/16/2020,42101,8,0
3/16/2020,42103,1,0
3/16/2020,42125,1,0
3/16/2020,42127,1,0
3/16/2020,,5,0
3/16/2020,,21,0
3/16/2020,45007,2,0
3/16/2020,45013,3,0
3/16/2020,45019,1,0
3/16/2020,45039,1,0
3/16/2020,45045,1,0
3/16/2020,45051,3,0
3/16/2020,45055,17,0
3/16/2020,45057,2,0
3/16/2020,45063,2,1
3/16/2020,45083,1,0
3/16/2020,46005,1,0
3/16/2020,46009,1,0
3/16/2020,46023,1,0
3/16/2020,46035,2,1
3/16/2020,46087,1,0
3/16/2020,46099,4,0
3/16/2020,47013,1,0
3/16/2020,47037,25,0
3/16/2020,47065,1,0
3/16/2020,47089,1,0
3/16/2020,47093,1,0
3/16/2020,47149,1,0
3/16/2020,47155,1,0
3/16/2020,47157,2,0
3/16/2020,47163,1,0
3/16/2020,47187,18,0
3/16/2020,48027,1,0
3/16/2020,48029,13,0
3/16/2020,48037,1,0
3/16/2020,48039,2,0
3/16/2020,48085,8,0
3/16/2020,48113,14,0
3/16/2020,48121,1,0
3/16/2020,48141,2,0
3/16/2020,48157,9,0
3/16/2020,48167,1,0
3/16/2020,48183,1,0
3/16/2020,48201,13,0
3/16/2020,48209,1,0
3/16/2020,48321,2,1
3/16/2020,48339,3,0
3/16/2020,48423,4,0
3/16/2020,48439,5,0
3/16/2020,48453,6,0
3/16/2020,49011,4,0
3/16/2020,49035,20,0
3/16/2020,49043,11,0
3/16/2020,49045,1,0
3/16/2020,49049,1,0
3/16/2020,49051,1,0
3/16/2020,49053,1,0
3/16/2020,49057,1,0
3/16/2020,50003,3,0
3/16/2020,50007,4,0
3/16/2020,50017,1,0
3/16/2020,50023,1,0
3/16/2020,50027,3,0
3/16/2020,,2,0
3/16/2020,51510,2,0
3/16/2020,51013,9,0
3/16/2020,51041,2,0
3/16/2020,51059,10,0
3/16/2020,51085,1,0
3/16/2020,51660,1,0
3/16/2020,51095,10,1
3/16/2020,51107,5,0
3/16/2020,51147,1,0
3/16/2020,51153,3,0
3/16/2020,51177,1,0
3/16/2020,51179,1,0
3/16/2020,51810,4,0
3/16/2020,51199,1,0
3/16/2020,53007,1,1
3/16/2020,53011,4,0
3/16/2020,53013,1,0
3/16/2020,53025,6,0
3/16/2020,53027,1,0
3/16/2020,53029,7,0
3/16/2020,53031,3,0
3/16/2020,53033,489,44
3/16/2020,53035,7,0
3/16/2020,53037,3,0
3/16/2020,53039,1,0
3/16/2020,53041,1,0
3/16/2020,53043,1,0
3/16/2020,53053,44,0
3/16/2020,53057,7,0
3/16/2020,53061,199,3
3/16/2020,53063,7,0
3/16/2020,53067,4,0
3/16/2020,53071,1,0
3/16/2020,53073,3,0
3/16/2020,53077,4,0
3/16/2020,55025,10,0
3/16/2020,55039,11,0
3/16/2020,55079,13,0
3/16/2020,55087,1,0
3/16/2020,55093,1,0
3/16/2020,55101,1,0
3/16/2020,55117,3,0
3/16/2020,55133,3,0
3/16/2020,55139,3,0
3/16/2020,55141,1,0
3/16/2020,56013,8,0
3/16/2020,56033,2,0
3/17/2020,1003,1,0
3/17/2020,1051,2,0
3/17/2020,1073,21,0
3/17/2020,1081,3,0
3/17/2020,1083,1,0
3/17/2020,1089,1,0
3/17/2020,1101,2,0
3/17/2020,1117,4,0
3/17/2020,1115,1,0
3/17/2020,1125,3,0
3/17/2020,2020,2,0
3/17/2020,2090,3,0
3/17/2020,2130,1,0
3/17/2020,4009,1,0
3/17/2020,4013,9,0
3/17/2020,4017,1,0
3/17/2020,4019,4,0
3/17/2020,4021,5,0
3/17/2020,5023,1,0
3/17/2020,5025,1,0
3/17/2020,5041,1,0
3/17/2020,5051,2,0
3/17/2020,5069,5,0
3/17/2020,5079,1,0
3/17/2020,5119,10,0
3/17/2020,5125,1,0
3/17/2020,6001,49,0
3/17/2020,6013,34,0
3/17/2020,6019,2,0
3/17/2020,6023,1,0
3/17/2020,6029,1,0
3/17/2020,6037,144,1
3/17/2020,6039,1,0
3/17/2020,6041,4,0
3/17/2020,6053,2,0
3/17/2020,6055,1,0
3/17/2020,6057,1,0
3/17/2020,6059,29,0
3/17/2020,6061,8,1
3/17/2020,6065,16,3
3/17/2020,6067,39,2
3/17/2020,6069,2,1
3/17/2020,6071,3,0
3/17/2020,6073,61,0
3/17/2020,6075,46,0
3/17/2020,6077,13,0
3/17/2020,6079,6,0
3/17/2020,6081,64,1
3/17/2020,6083,2,0
3/17/2020,6085,155,5
3/17/2020,6087,2,0
3/17/2020,6089,1,0
3/17/2020,6095,15,0
3/17/2020,6097,9,0
3/17/2020,6099,4,0
3/17/2020,6107,3,0
3/17/2020,6111,10,0
3/17/2020,6113,4,0
3/17/2020,8001,10,0
3/17/2020,8005,18,0
3/17/2020,8013,8,0
3/17/2020,8019,2,0
3/17/2020,8031,41,0
3/17/2020,8035,9,0
3/17/2020,8037,34,0
3/17/2020,8041,6,2
3/17/2020,8045,2,0
3/17/2020,8051,11,0
3/17/2020,8059,17,0
3/17/2020,8069,2,0
3/17/2020,8077,1,0
3/17/2020,8097,11,0
3/17/2020,8101,1,0
3/17/2020,8107,2,0
3/17/2020,8117,3,0
3/17/2020,8123,5,1
3/17/2020,9001,48,0
3/17/2020,9003,7,0
3/17/2020,9005,5,0
3/17/2020,9009,8,0
3/17/2020,10003,15,0
3/17/2020,10005,1,0
3/17/2020,11001,31,0
3/17/2020,12001,6,0
3/17/2020,12003,1,0
3/17/2020,12009,1,0
3/17/2020,12011,55,1
3/17/2020,12015,1,0
3/17/2020,12017,2,0
3/17/2020,12019,4,0
3/17/2020,12021,7,0
3/17/2020,12031,10,0
3/17/2020,12033,1,0
3/17/2020,12057,9,0
3/17/2020,12069,1,0
3/17/2020,12071,7,2
3/17/2020,12081,7,1
3/17/2020,12086,43,0
3/17/2020,12089,1,0
3/17/2020,12091,2,0
3/17/2020,12095,6,1
3/17/2020,12097,7,0
3/17/2020,12099,11,0
3/17/2020,12101,2,0
3/17/2020,12103,4,0
3/17/2020,12105,1,0
3/17/2020,12113,1,1
3/17/2020,12115,4,0
3/17/2020,12117,4,0
3/17/2020,12109,3,0
3/17/2020,12127,9,0
3/17/2020,13015,11,0
3/17/2020,13049,1,0
3/17/2020,13057,4,0
3/17/2020,13059,3,0
3/17/2020,13063,5,0
3/17/2020,13067,25,1
3/17/2020,13077,3,0
3/17/2020,13089,15,0
3/17/2020,13095,6,0
3/17/2020,13113,5,0
3/17/2020,13115,5,0
3/17/2020,13117,1,0
3/17/2020,13121,33,0
3/17/2020,13129,2,0
3/17/2020,13135,7,0
3/17/2020,13139,1,0
3/17/2020,13151,2,0
3/17/2020,13177,2,0
3/17/2020,13185,4,0
3/17/2020,13217,1,0
3/17/2020,13223,1,0
3/17/2020,13233,1,0
3/17/2020,13245,1,0
3/17/2020,13285,2,0
3/17/2020,13313,1,0
3/17/2020,,3,0
3/17/2020,15001,1,0
3/17/2020,15003,8,0
3/17/2020,15007,2,0
3/17/2020,15009,3,0
3/17/2020,16001,3,0
3/17/2020,16013,4,0
3/17/2020,16065,1,0
3/17/2020,16081,1,0
3/17/2020,17027,2,0
3/17/2020,17031,107,1
3/17/2020,17035,1,0
3/17/2020,17043,26,0
3/17/2020,17089,3,0
3/17/2020,17097,7,0
3/17/2020,17111,2,0
3/17/2020,17143,1,0
3/17/2020,17167,3,0
3/17/2020,17163,2,0
3/17/2020,17195,1,0
3/17/2020,17197,2,0
3/17/2020,17201,1,0
3/17/2020,17203,1,0
3/17/2020,18001,1,0
3/17/2020,18005,1,0
3/17/2020,18011,1,0
3/17/2020,18043,1,0
3/17/2020,18047,2,0
3/17/2020,18057,1,0
3/17/2020,18063,3,0
3/17/2020,18067,2,0
3/17/2020,18081,3,1
3/17/2020,18091,1,0
3/17/2020,18089,2,0
3/17/2020,18097,9,1
3/17/2020,18113,1,0
3/17/2020,18141,1,0
3/17/2020,18179,1,0
3/17/2020,19001,1,0
3/17/2020,19005,2,0
3/17/2020,19013,1,0
3/17/2020,19027,1,0
3/17/2020,19049,3,0
3/17/2020,19085,1,0
3/17/2020,19103,18,0
3/17/2020,19153,1,0
3/17/2020,19155,1,0
3/17/2020,20015,1,0
3/17/2020,20045,1,0
3/17/2020,20057,1,0
3/17/2020,20059,1,0
3/17/2020,20091,10,0
3/17/2020,20209,3,1
3/17/2020,21017,1,1
3/17/2020,21049,1,0
3/17/2020,21067,5,0
3/17/2020,21097,6,0
3/17/2020,21111,9,0
3/17/2020,21143,1,0
3/17/2020,21173,2,0
3/17/2020,21179,1,0
3/17/2020,22005,1,0
3/17/2020,22015,1,0
3/17/2020,22017,4,0
3/17/2020,22033,1,0
3/17/2020,22051,35,0
3/17/2020,22057,2,0
3/17/2020,22071,136,5
3/17/2020,22087,2,0
3/17/2020,22089,3,0
3/17/2020,22095,1,0
3/17/2020,22103,6,0
3/17/2020,22109,3,0
3/17/2020,22117,1,0
3/17/2020,23001,3,0
3/17/2020,23005,20,0
3/17/2020,23011,1,0
3/17/2020,23015,3,0
3/17/2020,23017,1,0
3/17/2020,,3,0
3/17/2020,23031,1,0
3/17/2020,24003,3,0
3/17/2020,24005,4,0
3/17/2020,24510,3,0
3/17/2020,24013,1,0
3/17/2020,24017,1,0
3/17/2020,24021,1,0
3/17/2020,24025,2,0
3/17/2020,24027,3,0
3/17/2020,24031,24,0
3/17/2020,24033,14,0
3/17/2020,24041,1,0
3/17/2020,25001,2,0
3/17/2020,25003,14,0
3/17/2020,25005,5,0
3/17/2020,25009,8,0
3/17/2020,25013,1,0
3/17/2020,25017,89,0
3/17/2020,25021,43,0
3/17/2020,25023,5,0
3/17/2020,25025,42,0
3/17/2020,,1,0
3/17/2020,25027,8,0
3/17/2020,26017,1,0
3/17/2020,26029,1,0
3/17/2020,26065,2,0
3/17/2020,26075,1,0
3/17/2020,26081,5,0
3/17/2020,26089,1,0
3/17/2020,26099,8,0
3/17/2020,26115,1,0
3/17/2020,26117,1,0
3/17/2020,26125,16,0
3/17/2020,26137,1,0
3/17/2020,26139,1,0
3/17/2020,26147,2,0
3/17/2020,26161,7,0
3/17/2020,26163,17,0
3/17/2020,27003,3,0
3/17/2020,27009,1,0
3/17/2020,27013,1,0
3/17/2020,27019,1,0
3/17/2020,27037,7,0
3/17/2020,27053,26,0
3/17/2020,27091,2,0
3/17/2020,27103,1,0
3/17/2020,27109,3,0
3/17/2020,27123,8,0
3/17/2020,27129,1,0
3/17/2020,27145,3,0
3/17/2020,27161,1,0
3/17/2020,27163,1,0
3/17/2020,27171,1,0
3/17/2020,28029,2,0
3/17/2020,28035,3,0
3/17/2020,28045,1,0
3/17/2020,28047,1,0
3/17/2020,28049,6,0
3/17/2020,28059,1,0
3/17/2020,28083,4,0
3/17/2020,28095,1,0
3/17/2020,28109,2,0
3/17/2020,29019,1,0
3/17/2020,29037,2,0
3/17/2020,29051,1,0
3/17/2020,29077,4,0
3/17/2020,29083,1,0
3/17/2020,29095,2,0
3/17/2020,29189,5,0
3/17/2020,30031,1,0
3/17/2020,30049,1,0
3/17/2020,30063,2,0
3/17/2020,30093,1,0
3/17/2020,30111,3,0
3/17/2020,31025,1,0
3/17/2020,31055,33,0
3/17/2020,31107,1,0
3/17/2020,31153,1,0
3/17/2020,32510,1,0
3/17/2020,32003,42,1
3/17/2020,32031,12,0
3/17/2020,33003,1,0
3/17/2020,33009,7,0
3/17/2020,33011,4,0
3/17/2020,33015,14,0
3/17/2020,34003,84,2
3/17/2020,34005,5,0
3/17/2020,34007,3,0
3/17/2020,34013,32,0
3/17/2020,34015,2,0
3/17/2020,34017,24,0
3/17/2020,34019,4,0
3/17/2020,34021,9,0
3/17/2020,34023,20,0
3/17/2020,34025,22,1
3/17/2020,34027,19,0
3/17/2020,34029,4,0
3/17/2020,34031,10,0
3/17/2020,34035,6,0
3/17/2020,34039,22,0
3/17/2020,,1,0
3/17/2020,34041,1,0
3/17/2020,35001,14,0
3/17/2020,35043,2,0
3/17/2020,35049,4,0
3/17/2020,35053,2,0
3/17/2020,35055,1,0
3/17/2020,36001,23,0
3/17/2020,36003,2,0
3/17/2020,36007,1,0
3/17/2020,36019,1,0
3/17/2020,36025,1,0
3/17/2020,36027,16,0
3/17/2020,36029,7,0
3/17/2020,36039,2,0
3/17/2020,36043,1,0
3/17/2020,36055,11,0
3/17/2020,36057,1,0
3/17/2020,36059,131,2
3/17/2020,,645,10
3/17/2020,36067,2,0
3/17/2020,36069,1,0
3/17/2020,36071,15,0
3/17/2020,36079,2,0
3/17/2020,36083,1,0
3/17/2020,36087,22,2
3/17/2020,36091,9,0
3/17/2020,36093,5,0
3/17/2020,36103,84,3
3/17/2020,36105,1,0
3/17/2020,36107,1,0
3/17/2020,36109,1,0
3/17/2020,36111,8,0
3/17/2020,36119,379,0
3/17/2020,36121,1,0
3/17/2020,37019,1,0
3/17/2020,37025,1,0
3/17/2020,37037,1,0
3/17/2020,37049,1,0
3/17/2020,37063,1,0
3/17/2020,37067,2,0
3/17/2020,37085,3,0
3/17/2020,37097,1,0
3/17/2020,37101,2,0
3/17/2020,37119,7,0
3/17/2020,37133,1,0
3/17/2020,37163,1,0
3/17/2020,37183,17,0
3/17/2020,37189,1,0
3/17/2020,37191,1,0
3/17/2020,37195,1,0
3/17/2020,38015,2,0
3/17/2020,38017,1,0
3/17/2020,38101,2,0
3/17/2020,39013,2,0
3/17/2020,39017,6,0
3/17/2020,39031,2,0
3/17/2020,39035,31,0
3/17/2020,39037,1,0
3/17/2020,39049,4,0
3/17/2020,39055,1,0
3/17/2020,39085,1,0
3/17/2020,39093,4,0
3/17/2020,39095,1,0
3/17/2020,39099,1,0
3/17/2020,39103,3,0
3/17/2020,39151,3,0
3/17/2020,39153,4,0
3/17/2020,39155,2,0
3/17/2020,39157,1,0
3/17/2020,40017,2,0
3/17/2020,40027,1,0
3/17/2020,40065,1,0
3/17/2020,40071,2,0
3/17/2020,40109,6,0
3/17/2020,40117,1,0
3/17/2020,40119,1,0
3/17/2020,40143,4,0
3/17/2020,41003,1,0
3/17/2020,41005,6,0
3/17/2020,41017,6,0
3/17/2020,41019,1,0
3/17/2020,41029,2,0
3/17/2020,41035,1,0
3/17/2020,41039,2,1
3/17/2020,41043,15,0
3/17/2020,41047,4,0
3/17/2020,41051,3,1
3/17/2020,41053,1,0
3/17/2020,41059,2,0
3/17/2020,41067,21,0
3/17/2020,41071,1,0
3/17/2020,42003,10,0
3/17/2020,42007,1,0
3/17/2020,42017,9,0
3/17/2020,42029,4,0
3/17/2020,42041,10,0
3/17/2020,42045,9,0
3/17/2020,42077,1,0
3/17/2020,42079,1,0
3/17/2020,42089,9,0
3/17/2020,42091,32,0
3/17/2020,42095,1,0
3/17/2020,42101,10,0
3/17/2020,42103,1,0
3/17/2020,42125,2,0
3/17/2020,42127,1,0
3/17/2020,,5,0
3/17/2020,,23,0
3/17/2020,45007,2,0
3/17/2020,45013,4,0
3/17/2020,45017,1,0
3/17/2020,45019,3,0
3/17/2020,45039,1,0
3/17/2020,45045,2,0
3/17/2020,45051,4,0
3/17/2020,45055,22,0
3/17/2020,45057,2,0
3/17/2020,45063,3,1
3/17/2020,45079,1,0
3/17/2020,45083,1,0
3/17/2020,45091,1,0
3/17/2020,46005,1,0
3/17/2020,46009,1,0
3/17/2020,46023,1,0
3/17/2020,46035,2,1
3/17/2020,46087,1,0
3/17/2020,46099,5,0
3/17/2020,47013,1,0
3/17/2020,47037,42,0
3/17/2020,47065,1,0
3/17/2020,47089,1,0
3/17/2020,47093,2,0
3/17/2020,47149,1,0
3/17/2020,47155,1,0
3/17/2020,47157,2,0
3/17/2020,47163,1,0
3/17/2020,47187,21,0
3/17/2020,48027,1,0
3/17/2020,48029,13,0
3/17/2020,48037,1,0
3/17/2020,48039,2,0
3/17/2020,48041,1,0
3/17/2020,48085,8,0
3/17/2020,48113,23,0
3/17/2020,48121,1,0
3/17/2020,48141,2,0
3/17/2020,48139,2,0
3/17/2020,48157,10,0
3/17/2020,48167,1,0
3/17/2020,48183,1,0
3/17/2020,48201,16,0
3/17/2020,48209,1,0
3/17/2020,48303,2,0
3/17/2020,48321,2,1
3/17/2020,48339,3,0
3/17/2020,48423,4,0
3/17/2020,48439,6,0
3/17/2020,48453,6,0
3/17/2020,49011,4,0
3/17/2020,49035,23,0
3/17/2020,49043,15,0
3/17/2020,49045,1,0
3/17/2020,49049,1,0
3/17/2020,49051,2,0
3/17/2020,49053,1,0
3/17/2020,49057,4,0
3/17/2020,50003,3,0
3/17/2020,50007,6,0
3/17/2020,50017,1,0
3/17/2020,50023,1,0
3/17/2020,50027,3,0
3/17/2020,,2,0
3/17/2020,51510,2,0
3/17/2020,51013,13,0
3/17/2020,51540,1,0
3/17/2020,51041,4,0
3/17/2020,51059,12,0
3/17/2020,51075,1,0
3/17/2020,51085,1,0
3/17/2020,51660,1,0
3/17/2020,51087,2,0
3/17/2020,51095,12,2
3/17/2020,51107,5,0
3/17/2020,51147,1,0
3/17/2020,51153,4,0
3/17/2020,51177,1,0
3/17/2020,51179,1,0
3/17/2020,51810,4,0
3/17/2020,51830,1,0
3/17/2020,51199,1,0
3/17/2020,53007,3,1
3/17/2020,53011,4,2
3/17/2020,53013,1,0
3/17/2020,53021,1,0
3/17/2020,53025,6,0
3/17/2020,53027,1,0
3/17/2020,53029,14,0
3/17/2020,53031,4,0
3/17/2020,53033,518,47
3/17/2020,53035,7,0
3/17/2020,53037,3,0
3/17/2020,53039,1,0
3/17/2020,53041,1,0
3/17/2020,53043,1,0
3/17/2020,53045,1,0
3/17/2020,53053,44,0
3/17/2020,53057,9,0
3/17/2020,53061,265,4
3/17/2020,53063,7,0
3/17/2020,53067,5,0
3/17/2020,53071,1,0
3/17/2020,53073,6,0
3/17/2020,53077,5,0
3/17/2020,54037,1,0
3/17/2020,55025,19,0
3/17/2020,55039,11,0
3/17/2020,55059,4,0
3/17/2020,55079,24,0
3/17/2020,55087,1,0
3/17/2020,55093,1,0
3/17/2020,55101,1,0
3/17/2020,55117,3,0
3/17/2020,55133,4,0
3/17/2020,55139,3,0
3/17/2020,55141,1,0
3/17/2020,56013,8,0
3/17/2020,56021,2,0
3/17/2020,56029,1,0
3/17/2020,56033,4,0
3/18/2020,1003,1,0
3/18/2020,1015,1,0
3/18/2020,1051,4,0
3/18/2020,1073,25,0
3/18/2020,1081,7,0
3/18/2020,1083,1,0
3/18/2020,1089,1,0
3/18/2020,1101,2,0
3/18/2020,1117,4,0
3/18/2020,1115,1,0
3/18/2020,1121,1,0
3/18/2020,1125,3,0
3/18/2020,2020,4,0
3/18/2020,2090,3,0
3/18/2020,2122,1,0
3/18/2020,2130,1,0
3/18/2020,4005,1,0
3/18/2020,4009,1,0
3/18/2020,4013,11,0
3/18/2020,4017,2,0
3/18/2020,4019,5,0
3/18/2020,4021,8,0
3/18/2020,5011,1,0
3/18/2020,5023,1,0
3/18/2020,5025,1,0
3/18/2020,5041,1,0
3/18/2020,5045,1,0
3/18/2020,5051,2,0
3/18/2020,5069,10,0
3/18/2020,5079,1,0
3/18/2020,5119,13,0
3/18/2020,5125,1,0
3/18/2020,5143,1,0
3/18/2020,6001,53,0
3/18/2020,6013,41,0
3/18/2020,6019,4,0
3/18/2020,6023,1,0
3/18/2020,6029,1,0
3/18/2020,6037,190,1
3/18/2020,6039,1,0
3/18/2020,6041,16,0
3/18/2020,6045,1,0
3/18/2020,6053,2,0
3/18/2020,6055,1,0
3/18/2020,6057,1,0
3/18/2020,6059,42,0
3/18/2020,6061,9,1
3/18/2020,6065,16,3
3/18/2020,6067,39,2
3/18/2020,6069,5,1
3/18/2020,6071,5,0
3/18/2020,6073,81,0
3/18/2020,6075,51,0
3/18/2020,6077,14,2
3/18/2020,6079,7,0
3/18/2020,6081,80,1
3/18/2020,6083,2,0
3/18/2020,6085,175,6
3/18/2020,6087,2,0
3/18/2020,6089,1,0
3/18/2020,6095,15,0
3/18/2020,6097,9,0
3/18/2020,6099,5,0
3/18/2020,6107,5,0
3/18/2020,6111,13,0
3/18/2020,6113,5,0
3/18/2020,8001,10,0
3/18/2020,8005,22,0
3/18/2020,8013,8,0
3/18/2020,8019,2,0
3/18/2020,8031,45,0
3/18/2020,8035,11,0
3/18/2020,8037,39,0
3/18/2020,8041,8,2
3/18/2020,8045,2,0
3/18/2020,8051,11,0
3/18/2020,8059,25,0
3/18/2020,8069,4,0
3/18/2020,8077,1,0
3/18/2020,8097,11,0
3/18/2020,8101,1,0
3/18/2020,8107,2,0
3/18/2020,8117,4,0
3/18/2020,8123,9,1
3/18/2020,8125,1,0
3/18/2020,9001,69,1
3/18/2020,9003,11,0
3/18/2020,9005,5,0
3/18/2020,9007,1,0
3/18/2020,9009,10,0
3/18/2020,10001,3,0
3/18/2020,10003,20,0
3/18/2020,10005,3,0
3/18/2020,11001,36,0
3/18/2020,12001,7,0
3/18/2020,12003,1,0
3/18/2020,12009,2,0
3/18/2020,12011,80,1
3/18/2020,12015,1,0
3/18/2020,12017,3,0
3/18/2020,12019,4,1
3/18/2020,12021,13,0
3/18/2020,12031,14,0
3/18/2020,12033,1,0
3/18/2020,12057,14,0
3/18/2020,12069,2,0
3/18/2020,12071,11,2
3/18/2020,12073,1,0
3/18/2020,12081,8,1
3/18/2020,12086,77,0
3/18/2020,12089,1,0
3/18/2020,12091,3,0
3/18/2020,12095,11,1
3/18/2020,12097,8,0
3/18/2020,12099,20,0
3/18/2020,12101,3,0
3/18/2020,12103,12,0
3/18/2020,12105,2,0
3/18/2020,12113,1,1
3/18/2020,12115,4,0
3/18/2020,12117,7,0
3/18/2020,12109,4,0
3/18/2020,12119,1,0
3/18/2020,12127,9,0
3/18/2020,12131,1,0
3/18/2020,13015,20,0
3/18/2020,13049,1,0
3/18/2020,13057,6,0
3/18/2020,13059,4,0
3/18/2020,13063,6,0
3/18/2020,13067,29,1
3/18/2020,13073,1,0
3/18/2020,13077,3,0
3/18/2020,13089,18,0
3/18/2020,13095,7,2
3/18/2020,13113,7,0
3/18/2020,13115,5,0
3/18/2020,13117,2,0
3/18/2020,13121,49,0
3/18/2020,13129,3,0
3/18/2020,13135,7,0
3/18/2020,13139,3,0
3/18/2020,13151,2,0
3/18/2020,13153,1,0
3/18/2020,13177,2,0
3/18/2020,13185,5,0
3/18/2020,13217,3,0
3/18/2020,13223,3,0
3/18/2020,13233,1,0
3/18/2020,13245,2,0
3/18/2020,13285,2,0
3/18/2020,13313,1,0
3/18/2020,,8,0
3/18/2020,15001,1,0
3/18/2020,15003,10,0
3/18/2020,15007,2,0
3/18/2020,15009,3,0
3/18/2020,16001,3,0
3/18/2020,16013,5,0
3/18/2020,16065,1,0
3/18/2020,16081,1,0
3/18/2020,16083,1,0
3/18/2020,17027,3,0
3/18/2020,17031,179,1
3/18/2020,17035,1,0
3/18/2020,17043,45,0
3/18/2020,17077,1,0
3/18/2020,17089,4,0
3/18/2020,17091,1,0
3/18/2020,17093,3,0
3/18/2020,17099,1,0
3/18/2020,17097,18,0
3/18/2020,17119,1,0
3/18/2020,17111,4,0
3/18/2020,17143,3,0
3/18/2020,17167,4,0
3/18/2020,17163,3,0
3/18/2020,17189,1,0
3/18/2020,17195,1,0
3/18/2020,17197,9,0
3/18/2020,17199,1,0
3/18/2020,17201,1,0
3/18/2020,17203,2,0
3/18/2020,18001,1,0
3/18/2020,18005,1,0
3/18/2020,18011,1,0
3/18/2020,18019,1,0
3/18/2020,18041,1,0
3/18/2020,18043,1,0
3/18/2020,18047,2,0
3/18/2020,18057,2,0
3/18/2020,18063,4,0
3/18/2020,18067,2,0
3/18/2020,18079,1,0
3/18/2020,18081,3,1
3/18/2020,18091,1,0
3/18/2020,18089,3,0
3/18/2020,18095,1,0
3/18/2020,18097,11,1
3/18/2020,18113,1,0
3/18/2020,18141,1,0
3/18/2020,18179,1,0
3/18/2020,19001,1,0
3/18/2020,19005,2,0
3/18/2020,19013,1,0
3/18/2020,19027,1,0
3/18/2020,19049,5,0
3/18/2020,19085,1,0
3/18/2020,19103,21,0
3/18/2020,19153,3,0
3/18/2020,19155,1,0
3/18/2020,19183,1,0
3/18/2020,19191,1,0
3/18/2020,20015,1,0
3/18/2020,20045,1,0
3/18/2020,20057,1,0
3/18/2020,20059,1,0
3/18/2020,20091,11,0
3/18/2020,20103,2,0
3/18/2020,20209,5,1
3/18/2020,21017,2,1
3/18/2020,21049,2,0
3/18/2020,21067,6,0
3/18/2020,21073,1,0
3/18/2020,21097,7,0
3/18/2020,21111,11,0
3/18/2020,21117,1,0
3/18/2020,21143,1,0
3/18/2020,21173,2,0
3/18/2020,21179,1,0
3/18/2020,21227,1,0
3/18/2020,22005,1,0
3/18/2020,22015,2,0
3/18/2020,22017,6,0
3/18/2020,22033,3,0
3/18/2020,22051,45,1
3/18/2020,22057,3,0
3/18/2020,22071,196,6
3/18/2020,22087,3,0
3/18/2020,22089,3,0
3/18/2020,22095,2,0
3/18/2020,22103,10,0
3/18/2020,22109,3,0
3/18/2020,,2,0
3/18/2020,22117,1,0
3/18/2020,23001,3,0
3/18/2020,23005,29,0
3/18/2020,23011,1,0
3/18/2020,23015,4,0
3/18/2020,23017,1,0
3/18/2020,23019,1,0
3/18/2020,,3,0
3/18/2020,23031,1,0
3/18/2020,24003,4,0
3/18/2020,24005,7,0
3/18/2020,24510,7,0
3/18/2020,24013,1,0
3/18/2020,24017,2,0
3/18/2020,24021,1,0
3/18/2020,24025,3,0
3/18/2020,24027,8,0
3/18/2020,24031,31,0
3/18/2020,24033,20,1
3/18/2020,24041,1,0
3/18/2020,25001,2,0
3/18/2020,25003,17,0
3/18/2020,25005,5,0
3/18/2020,25009,14,0
3/18/2020,25011,1,0
3/18/2020,25013,2,0
3/18/2020,25017,100,0
3/18/2020,25021,45,0
3/18/2020,25023,5,0
3/18/2020,25025,51,0
3/18/2020,,4,0
3/18/2020,25027,10,0
3/18/2020,26017,1,0
3/18/2020,26029,1,0
3/18/2020,26065,2,0
3/18/2020,26075,1,0
3/18/2020,26081,5,0
3/18/2020,26089,1,0
3/18/2020,26099,10,0
3/18/2020,26115,1,0
3/18/2020,26117,1,0
3/18/2020,26125,23,0
3/18/2020,26137,1,0
3/18/2020,26139,1,0
3/18/2020,26147,2,0
3/18/2020,26161,7,0
3/18/2020,26163,23,1
3/18/2020,27003,3,0
3/18/2020,27009,1,0
3/18/2020,27013,2,0
3/18/2020,27019,2,0
3/18/2020,27037,7,0
3/18/2020,27053,33,0
3/18/2020,27091,3,0
3/18/2020,27103,2,0
3/18/2020,27109,6,0
3/18/2020,27123,8,0
3/18/2020,27129,1,0
3/18/2020,27131,1,0
3/18/2020,27145,3,0
3/18/2020,27161,1,0
3/18/2020,27163,3,0
3/18/2020,27171,1,0
3/18/2020,28011,2,0
3/18/2020,28027,2,0
3/18/2020,28029,2,0
3/18/2020,28033,1,0
